seed,particle,death_step,x,y,death_type
28,69,288,252.0817368174727,87.34236575489929,wall_failure
28,48,293,244.4024380710978,77.51594266007727,wall_failure
28,46,295,257.40456725662824,93.0801028006318,wall_failure
28,63,300,244.91306039460056,78.59559614440371,wall_failure
28,61,306,264.20703705543747,101.50078872108111,wall_failure
29,16,61,79.00577080219098,74.41758179361848,wall_failure
29,10,111,122.39657232272678,75.20448842958743,wall_failure
29,23,113,122.3758276663639,75.39319376913372,wall_failure
29,6,140,138.10065959237485,94.55449258657742,wall_failure
29,38,147,135.0855368884511,90.59575149392805,wall_failure
29,12,150,135.82414547786504,91.51775952842641,wall_failure
29,41,150,137.20594577285462,93.47390556233476,wall_failure
29,57,151,137.02365457613232,93.27759870228331,wall_failure
29,19,207,187.97813355561235,97.33461938808586,wall_failure
29,68,223,202.1976203457644,80.53907708051032,wall_failure
29,40,225,198.28524315931628,85.48331114835617,wall_failure
29,49,290,245.0434315993413,78.6671912891682,wall_failure
29,30,297,247.9118072832771,82.63812257195208,wall_failure
29,53,298,241.43847757592192,73.506291116516,wall_failure
29,50,300,241.0902249468772,73.78519782815637,wall_failure
29,34,309,257.10142033032884,93.47356243036826,wall_failure
