seed,particle,death_step,x,y,death_type
1,53,355,261.9953809019572,99.2390711244655,wall_failure
2,31,40,58.92396324068216,85.33382900613944,wall_failure
2,8,105,118.37997624994613,70.5003773207784,wall_failure
2,64,107,119.1242458010649,71.65488816262486,wall_failure
2,15,109,122.27154969484882,75.38229943537951,wall_failure
2,54,109,123.80162964484644,77.75303898932523,wall_failure
2,21,111,123.08694128920125,76.68329004595856,wall_failure
2,3,192,184.3962241007423,102.49536294611036,wall_failure
2,13,202,192.3890192708901,93.38115725120016,wall_failure
2,27,202,193.15864006497532,91.2825164442846,wall_failure
2,37,202,192.23548108738217,92.61700254303375,wall_failure
2,4,207,197.12274637517586,86.92850704663405,wall_failure
2,38,274,252.17599364123097,87.39003024831166,wall_failure
2,34,296,245.38606890859725,78.53317933603364,wall_failure
2,40,298,247.22561069028853,81.47169636408432,wall_failure
3,20,115,122.12656215324364,75.40483046336331,wall_failure
3,5,116,122.45944014612682,75.40552739630786,wall_failure
3,18,117,126.29692432299845,79.58367046754579,wall_failure
3,22,117,125.16848116343962,78.66989289162831,wall_failure
3,32,117,127.49490424312812,80.9841032609328,wall_failure
3,51,117,126.28851226346698,79.56359346179086,wall_failure
3,9,118,127.07798836410676,81.21908450684502,wall_failure
3,59,118,127.21954093399015,81.14501283531021,wall_failure
3,38,127,133.0328730558772,88.6507446225025,wall_failure
3,66,133,137.3576456353102,93.41145176945642,wall_failure
3,41,134,138.23443757145208,94.68273840950583,wall_failure
3,40,141,143.0476661535039,100.58660486679243,wall_failure
3,0,143,144.20833087154287,101.64161476605994,wall_failure
3,57,143,142.97644169930996,100.70894516590666,wall_failure
3,44,190,177.13605793654133,110.54774302052222,wall_failure
3,61,199,187.44142728951078,98.83748599404677,wall_failure
3,8,223,203.18727856388932,79.45102647460995,wall_failure
3,11,246,200.3715223193824,83.45397730154245,wall_failure
3,58,273,240.2865967291475,72.51414070999174,wall_failure
3,21,278,246.1128323516089,79.62402172944392,wall_failure
3,23,318,262.36463385403556,99.42544503552054,wall_failure
4,16,40,58.869729070203476,85.36774184502141,wall_failure
4,15,105,120.45522326625922,72.5342356571881,wall_failure
4,49,106,121.41753872888354,73.50643971227873,wall_failure
4,28,107,122.29200008657007,75.325643900281,wall_failure
4,60,107,120.39661228773916,72.55984390941335,wall_failure
4,52,109,123.01372163740407,76.56523503250574,wall_failure
4,6,117,128.23045394406154,82.57912122398862,wall_failure
4,51,132,137.4940838777809,93.48575160672421,wall_failure
4,1,150,143.08576901983687,100.55510405859263,wall_failure
4,42,194,190.02475528848757,95.4892166953575,wall_failure
4,7,200,193.10766459821755,91.36340340171208,wall_failure
4,58,200,192.19785738592054,93.05618717374662,wall_failure
4,69,201,187.05492543679816,98.69445952458403,wall_failure
4,9,202,195.78827104356202,88.19577066114263,wall_failure
4,21,273,252.06794182741922,87.41358529453399,wall_failure
4,67,292,247.1186271670079,81.35574651463274,wall_failure
4,18,334,266.9454166668423,105.42779078047697,wall_failure
5,49,116,125.1749154549161,78.57889620102151,wall_failure
5,59,116,127.45227743525129,81.03471811306383,wall_failure
5,29,117,127.20925717584846,81.28436215843992,wall_failure
5,67,118,127.21817429543873,81.33048921360356,wall_failure
5,58,194,183.3572222895921,103.4723971016374,wall_failure
5,15,196,187.40719556586066,98.78983184875008,wall_failure
5,9,197,187.4190409901148,98.54944709309248,wall_failure
5,32,197,187.22351060877364,98.76581980245074,wall_failure
5,68,198,187.2572908549968,98.63783095321243,wall_failure
5,25,201,192.34194692655507,92.68729439452581,wall_failure
5,64,201,192.30941221350213,92.55139248057651,wall_failure
5,46,222,201.33471821924815,82.49848736544,wall_failure
5,37,226,202.13001959781982,80.66531526582635,wall_failure
5,30,276,251.05500085975598,85.53798292004699,wall_failure
5,38,278,253.18349847645592,88.61747743378865,wall_failure
5,22,286,243.18437607545783,76.71347438697285,wall_failure
5,43,288,246.0300638583877,79.68663757792375,wall_failure
5,54,336,268.2014584811584,106.5923456434034,wall_failure
6,40,62,78.88763795128585,74.273450696972,wall_failure
6,52,113,122.44190263130342,75.27048463578514,wall_failure
6,68,119,127.39202157487402,81.1090120339441,wall_failure
6,50,148,139.16126172024477,95.50097854800205,wall_failure
6,58,149,142.10101465177078,99.46891793772309,wall_failure
6,48,202,191.15740674270768,94.49291683467246,wall_failure
6,2,203,192.9143454183272,91.47145021278124,wall_failure
6,38,205,184.12294988041774,102.48670329579211,wall_failure
6,25,206,180.4409776570379,107.49287945647079,wall_failure
6,36,208,187.29707870702816,98.72837073852295,wall_failure
6,60,208,187.35171501718926,98.63863047114906,wall_failure
6,46,209,187.08417331353968,98.77870255753726,wall_failure
6,17,288,252.47744204420604,87.48531282928158,wall_failure
6,51,295,257.2371696689528,93.26472255128789,wall_failure
6,10,296,261.0596149617797,97.57534633180478,wall_failure
6,21,298,248.99971164730195,83.59412501583122,wall_failure
7,10,114,122.12023430401672,75.48486305637643,wall_failure
7,19,115,126.26273020574811,79.54691551168308,wall_failure
7,47,115,122.2256645056953,75.49628247297622,wall_failure
7,64,116,126.91634010980842,81.47998467222567,wall_failure
7,0,117,128.060897340779,82.7110413667373,wall_failure
7,61,134,137.95798472619575,94.5890797338209,wall_failure
7,38,135,139.02222738521843,95.61642448155098,wall_failure
7,7,198,187.39684485826535,98.69954492787352,wall_failure
7,11,200,187.23658190662744,98.60766103910008,wall_failure
7,48,200,187.33984135126718,98.66400052512726,wall_failure
7,67,208,197.13606247292788,86.5584040630419,wall_failure
7,8,282,257.18126289158516,93.28340483766544,wall_failure
7,14,285,252.25336164402356,87.31736499360422,wall_failure
7,45,285,252.11013730717482,87.46780872849904,wall_failure
8,44,38,59.29168789899329,85.49081915215292,wall_failure
8,1,105,119.36118346152843,71.51047147111878,wall_failure
8,31,107,119.95961983530727,72.58791644136711,wall_failure
8,27,109,122.24361533612972,75.26899123568691,wall_failure
8,3,111,123.93983442019949,77.59710445929862,wall_failure
8,58,114,125.93867079647123,79.66267626798397,wall_failure
8,55,116,127.18610832434327,81.44296586535978,wall_failure
8,36,118,128.03254228236204,82.53623747769004,wall_failure
8,45,134,138.14969188609226,94.54299635203164,wall_failure
8,64,196,189.1206856240712,96.31958203564677,wall_failure
8,40,197,189.88956063713667,95.28338162820489,wall_failure
8,8,199,192.439756518198,92.6299328717992,wall_failure
8,30,200,192.49294107556278,92.72320485704752,wall_failure
8,13,205,187.1841208666362,98.52068661578427,wall_failure
8,41,226,202.02775512644854,80.5069921069926,wall_failure
8,59,284,253.23362160507722,88.66461005491142,wall_failure
8,18,287,238.4234197036029,70.52309588333459,wall_failure
8,66,292,247.41785656577585,81.44824869289292,wall_failure
8,25,293,242.40047534707168,75.26912669041974,wall_failure
8,67,300,264.3278374526777,101.55358908956242,wall_failure
8,20,382,243.1714192776583,76.51921786637254,wall_failure
9,44,114,122.26555239405594,75.05186758247223,wall_failure
9,32,116,125.88330925950612,79.67244348910421,wall_failure
9,1,118,126.95549097093273,81.11217687707759,wall_failure
9,2,118,127.09458527626025,81.20851492220785,wall_failure
9,13,118,127.07496202247789,81.2438901990504,wall_failure
9,35,119,128.80529840295512,83.51032694954444,wall_failure
9,17,123,132.48169982155,87.29604687466822,wall_failure
9,28,125,132.2940114863439,87.15432775115526,wall_failure
9,67,126,132.97900728484174,88.64336080077696,wall_failure
9,46,198,192.07305666368416,92.57583883912706,wall_failure
9,23,200,182.0741052486707,104.56669970619643,wall_failure
9,65,200,187.1396915229858,98.53406735598773,wall_failure
9,5,209,197.07435293467643,86.83093427005299,wall_failure
9,55,272,246.19052120955232,79.5022055666907,wall_failure
9,25,275,247.14156835908597,80.76236918280838,wall_failure
9,31,276,247.06392766735053,81.45253487282285,wall_failure
9,38,292,256.19625344071386,91.52054975854588,wall_failure
9,54,292,262.37621795281956,99.41471327453294,wall_failure
9,61,360,189.06520689152262,89.44902106821019,progress_failure
10,17,62,79.36661860262176,74.48467240145247,wall_failure
10,41,113,122.48041728374183,75.27092285416366,wall_failure
10,40,115,122.35043949746236,75.23142025613788,wall_failure
10,52,116,123.10063293239895,76.69440547988654,wall_failure
10,44,118,127.30182418525916,81.34445659541329,wall_failure
10,7,147,142.49200313007577,99.41948249135173,wall_failure
10,18,205,192.07197922309254,92.71195472337139,wall_failure
10,56,206,193.8745226578773,90.40542203584427,wall_failure
10,48,209,197.26656792352725,87.03780413852378,wall_failure
10,30,211,197.36181958470206,86.60401435182173,wall_failure
10,59,212,186.09852979429533,100.36247523358634,wall_failure
10,58,213,185.9155897227097,100.3576039223891,wall_failure
10,31,215,177.46195064625178,110.5621325250713,wall_failure
10,51,224,182.4846930191073,104.97201936228596,wall_failure
10,9,300,262.4825989047351,99.14111083698008,wall_failure
10,10,303,251.3214399039076,85.60369404267541,wall_failure
11,0,112,125.03667247825487,78.59900217866527,wall_failure
11,52,115,126.04735577692507,79.55069630839996,wall_failure
11,18,116,127.24703107737157,81.44975381396124,wall_failure
11,6,140,142.1693748097868,99.45897980766816,wall_failure
11,58,205,192.37577734221972,92.63786638475764,wall_failure
11,68,205,190.93185481721773,94.48749155231917,wall_failure
11,34,207,193.87959721982836,90.29213034521527,wall_failure
11,55,213,182.39508716542187,104.85665186461975,wall_failure
11,60,219,187.33067759049342,98.60937389475266,wall_failure
11,65,219,187.44416205925617,98.68202381320025,wall_failure
11,64,287,253.1545809435405,88.63539615654581,wall_failure
11,47,316,244.0581800787797,77.50187534475539,wall_failure
11,19,321,247.42124455860497,81.36650710058036,wall_failure
11,28,359,267.957568971066,106.58706887189103,wall_failure
12,49,103,116.23063833785504,67.5057955915607,wall_failure
12,63,104,116.10262838316174,67.66672710667449,wall_failure
12,8,105,118.04250973221934,70.5453786881516,wall_failure
12,11,106,117.31665177436362,69.35152687903049,wall_failure
12,20,106,121.3902834967781,73.50798974677768,wall_failure
12,46,108,122.3456694292175,75.27204420723173,wall_failure
12,3,130,137.146390358154,93.19664814639256,wall_failure
12,23,133,137.9311471870708,94.67562625423305,wall_failure
12,58,204,193.95788763665772,90.33568723220854,wall_failure
12,1,205,187.2910625915873,98.69584807880311,wall_failure
12,61,205,188.19874077132891,97.35377255414153,wall_failure
12,35,209,190.93416194610663,94.30788435742117,wall_failure
12,17,219,202.3797998315011,80.53257072629363,wall_failure
12,18,219,203.76843872392516,78.31503948440367,wall_failure
12,26,240,123.24152497647924,91.07939772841193,progress_failure
12,34,250,183.0247731086795,103.27470365006147,wall_failure
12,47,273,240.29494368360355,72.53408451950665,wall_failure
12,45,301,240.8919069998321,73.67542022042971,wall_failure
12,15,336,260.19114607312326,96.53038134164638,wall_failure
13,33,114,125.1313668429116,78.5181685632289,wall_failure
13,35,115,122.11848863196019,75.4292063339075,wall_failure
13,14,116,122.17789216212448,75.49889492162417,wall_failure
13,22,116,122.09706464458019,75.49899636584989,wall_failure
13,42,116,125.39744074535804,78.59154101435256,wall_failure
13,51,116,126.1447321672454,79.550420593873,wall_failure
13,9,117,127.4004417646069,81.35179103355426,wall_failure
13,18,117,127.49897264634032,81.29774129160191,wall_failure
13,27,117,128.01305987285397,82.65452046271051,wall_failure
13,40,117,127.01756532500221,81.1738546386178,wall_failure
13,47,117,127.215047733904,81.4947738121954,wall_failure
13,1,118,128.9004936292297,83.5532118080033,wall_failure
13,54,118,127.3270095235728,81.47234378000527,wall_failure
13,66,128,135.31452703639698,90.51726777838614,wall_failure
13,36,188,180.46139062432394,107.49027824390227,wall_failure
13,62,190,181.22788895402232,106.4297717699011,wall_failure
13,31,200,190.27098221222505,95.46962077783009,wall_failure
13,56,209,197.17571515210494,86.69878948426954,wall_failure
13,32,210,198.4069647397317,85.43417046737939,wall_failure
13,53,217,202.31790192642788,80.72497499117192,wall_failure
13,16,265,182.0332323961868,105.10957333317009,wall_failure
13,15,274,241.18056531829632,73.52018447976072,wall_failure
13,11,275,241.03104309811968,73.58618203527428,wall_failure
13,20,277,247.18851574505578,81.23550312848515,wall_failure
13,60,317,267.0420534056098,105.47274033427514,wall_failure
13,29,339,263.8393201482779,101.64600788096563,wall_failure
13,44,360,187.70468891001713,91.16929303827801,progress_failure
14,50,115,122.31717607754423,75.17827206144382,wall_failure
14,39,116,125.02509629520716,78.62530435141913,wall_failure
14,30,117,126.06703005666378,79.51141935832365,wall_failure
14,52,117,124.99881743137675,78.603509935126,wall_failure
14,60,117,122.98338358531524,76.57392286100357,wall_failure
14,65,117,127.11097233739419,81.49405100186758,wall_failure
14,43,118,128.05905295358588,82.5170638900227,wall_failure
14,67,133,137.9841479055823,94.5419259945287,wall_failure
14,5,196,190.24096490317066,95.44411079866462,wall_failure
14,11,199,192.33217248558248,92.50966903350766,wall_failure
14,20,204,188.1216750734085,97.45891718405498,wall_failure
14,31,274,246.96726167381897,81.4065788741482,wall_failure
14,40,280,252.11287820654658,87.15878537610533,wall_failure
14,22,290,244.0686973563374,77.62441126161507,wall_failure
14,59,294,246.97960908068168,81.34679486342093,wall_failure
15,19,112,122.30898547711277,75.03063972113712,wall_failure
15,1,113,122.82161520957148,76.73970545036387,wall_failure
15,36,113,125.29023186290908,78.52415762059732,wall_failure
15,20,114,126.18430057935728,79.5042288677111,wall_failure
15,16,116,127.13831818621814,81.31182850592171,wall_failure
15,25,125,133.29230667784685,88.54482083269735,wall_failure
15,21,126,133.03696376567115,88.71563445416832,wall_failure
15,37,195,187.37407436057333,98.58882139103427,wall_failure
15,18,213,198.05334443072476,85.35946453431364,wall_failure
15,59,215,200.03635609473005,83.4868444683948,wall_failure
15,34,280,243.91191174386154,77.57278027189757,wall_failure
15,67,311,263.2321849313359,100.64650371447001,wall_failure
16,45,105,119.44391810249452,71.52342988681613,wall_failure
16,46,107,121.245292663686,73.50102954906971,wall_failure
16,56,107,122.41686917897225,75.34524785291697,wall_failure
16,66,107,120.32156682756997,72.65557679463498,wall_failure
16,21,108,122.04774497109108,75.43413726021461,wall_failure
16,29,143,143.0754888586656,100.55975159228628,wall_failure
16,64,145,144.264482985853,101.50998357353558,wall_failure
16,44,213,192.4074229831125,92.99330415547645,wall_failure
16,67,217,176.99736989010879,110.5862844284063,wall_failure
16,42,219,187.31827003911175,98.78461023691236,wall_failure
16,3,220,187.9014990001752,97.29216200879218,wall_failure
16,12,220,188.86356136326637,96.3335996257686,wall_failure
16,39,220,182.17919970733604,104.94695075838453,wall_failure
16,60,220,192.35696571681805,92.71842525537478,wall_failure
16,30,223,197.43171501304184,86.81215368978224,wall_failure
16,31,290,250.09387648479185,84.58753765215731,wall_failure
16,32,295,253.06728869520697,88.75026876506324,wall_failure
16,16,332,247.223077844733,81.4427728213357,wall_failure
17,25,105,119.41441956155856,71.51262633268261,wall_failure
17,37,107,121.15228291357059,73.5123357038103,wall_failure
17,56,107,121.39621277656573,73.60041916404762,wall_failure
17,61,107,119.98347179705662,72.63993677451658,wall_failure
17,67,107,120.03693565868241,72.72532131485129,wall_failure
17,15,108,122.44519920450547,75.49972612281948,wall_failure
17,22,108,121.25785547187229,73.7323736837297,wall_failure
17,58,108,122.00433810133563,75.42113753973477,wall_failure
17,1,109,123.02043043465453,76.58010406490038,wall_failure
17,40,123,132.02626860098232,87.43344282066825,wall_failure
17,2,128,134.9593105783236,90.61887915909965,wall_failure
17,49,152,144.27584113400093,101.51267008242736,wall_failure
17,31,197,188.1734960170761,97.29671720494031,wall_failure
17,26,199,188.11765908326709,97.46144479597416,wall_failure
17,53,202,192.38324951564599,92.76268593745662,wall_failure
17,20,203,192.4834908699002,92.64262916405028,wall_failure
17,54,203,192.45718940944354,92.60353049773282,wall_failure
17,11,218,182.05881086706017,104.64270394214314,wall_failure
17,10,290,255.9917990592734,91.52390719504629,wall_failure
17,64,308,253.1073036922858,88.54242296062192,wall_failure
17,69,321,244.35136655537724,77.5106851307097,wall_failure
17,6,323,244.99071127128295,78.56222799856434,wall_failure
18,18,40,58.94078556582723,85.39862099060151,wall_failure
18,57,104,116.25119343901424,67.54506349389658,wall_failure
18,67,115,127.06707037251263,81.48734472168212,wall_failure
18,10,123,132.11221612202485,87.25779172502102,wall_failure
18,12,123,132.25781134305595,87.3180542301139,wall_failure
18,59,188,182.05713288032598,104.53818765809467,wall_failure
18,51,190,184.17730377968786,102.47673600275536,wall_failure
18,61,193,187.22564252582754,98.64762346782805,wall_failure
18,4,195,188.86636396327498,96.46346558783475,wall_failure
18,20,207,197.0993721516133,86.58927673105075,wall_failure
18,42,278,247.24737228817432,81.3696014471906,wall_failure
18,54,280,252.07794246037744,87.3939352661094,wall_failure
18,9,281,252.88024650446482,88.5238275153489,wall_failure
18,8,282,256.02979576035284,91.56007445033407,wall_failure
18,6,291,262.1378677456051,99.37818940077835,wall_failure
19,31,105,115.41889590035132,66.51182278110927,wall_failure
19,55,107,116.10835519144482,67.5115598019159,wall_failure
19,33,114,123.32161165783329,76.52375720176737,wall_failure
19,43,115,125.08796929628835,78.61472940483448,wall_failure
19,50,115,126.30207857715482,79.53492109126525,wall_failure
19,2,116,127.47717431238985,81.11685239012903,wall_failure
19,30,127,133.339694983938,88.624395927693,wall_failure
19,25,133,137.35463737095455,93.19915883177022,wall_failure
19,10,196,187.08207540566997,98.6641612653664,wall_failure
19,52,196,189.13909343200916,96.42631139220929,wall_failure
19,16,198,191.1417386039364,94.3344222217284,wall_failure
19,62,201,192.9835845100706,91.37103367793677,wall_failure
19,38,214,201.01813423828796,82.43665630825691,wall_failure
19,68,280,252.13017576090562,87.35933831175448,wall_failure
19,57,288,257.22095694436223,93.24542413944131,wall_failure
20,20,112,122.87791169604881,76.7370354518232,wall_failure
20,33,113,125.07860536254982,78.52959484192571,wall_failure
20,54,116,127.31873330907979,81.25355264662058,wall_failure
20,14,117,127.13394515385976,81.2860873853908,wall_failure
20,49,117,127.15244251881904,81.08283461539162,wall_failure
20,68,126,133.13777056205473,88.61259222581454,wall_failure
20,56,129,134.99359640777718,90.56008235772977,wall_failure
20,18,136,141.03882963207636,97.55765414872843,wall_failure
20,3,140,142.0418476199289,99.26457356629493,wall_failure
20,24,199,186.0420333113166,100.48340062663436,wall_failure
20,36,200,188.01930865074502,97.2570659988616,wall_failure
20,53,203,190.83777627724155,94.23591856947692,wall_failure
20,15,239,204.25571326104256,78.44000858482339,wall_failure
20,38,287,252.83803252242998,88.66590350231488,wall_failure
20,57,290,182.14474531650725,104.5940087882129,wall_failure
20,60,290,253.04642405643935,88.60376572168212,wall_failure
20,55,291,238.14988455213614,70.5291954894615,wall_failure
20,42,298,248.8670281371483,83.58898176984823,wall_failure
20,59,302,240.8278453769735,73.71839602312141,wall_failure
20,43,343,268.1537873766441,106.63665607058832,wall_failure
21,14,114,126.07360031459173,79.56411001065636,wall_failure
21,37,116,126.25327652893958,79.6086217402976,wall_failure
21,45,116,125.98868038349623,79.62921057980716,wall_failure
21,15,117,122.05939429908095,75.45914958668784,wall_failure
21,32,117,127.00058229168337,81.24774161443575,wall_failure
21,61,117,127.22173857306579,81.46247507085643,wall_failure
21,65,195,187.37092692482483,98.77934315303423,wall_failure
21,47,197,181.32841471386865,106.47874958331218,wall_failure
21,22,202,192.23974454945906,92.56294911786495,wall_failure
21,55,204,193.20120769849692,91.43938191872427,wall_failure
21,30,211,183.03331797167965,103.46120336060198,wall_failure
21,35,275,251.215227940465,85.56440684992495,wall_failure
21,17,282,242.16549852336752,75.38345474464312,wall_failure
21,48,291,261.07982595860585,97.59348954432403,wall_failure
21,60,293,252.24051360352937,86.74567939457235,wall_failure
21,43,294,262.05812528182054,99.46456815631676,wall_failure
22,2,113,122.32955113194231,75.25750240353223,wall_failure
22,12,114,122.10720824424915,75.2557926979384,wall_failure
22,34,115,126.19433902810628,79.58216939464687,wall_failure
22,45,116,125.93488195544977,79.61542511629952,wall_failure
22,57,116,123.0218780753554,76.66641934278489,wall_failure
22,25,117,127.04449556714751,81.11970309827753,wall_failure
22,51,117,127.37787448026313,81.3881602625625,wall_failure
22,17,118,127.90271659125989,82.53361258135331,wall_failure
22,22,135,138.2807754124498,94.59441132319236,wall_failure
22,13,200,186.1274692225935,100.45220841211271,wall_failure
22,62,200,192.01995270996971,92.5962074995868,wall_failure
22,42,204,197.18831703477073,86.74861922118782,wall_failure
22,66,262,244.30564144743423,77.52020547971311,wall_failure
22,61,266,247.40168225202908,81.18832296534977,wall_failure
22,11,304,262.47554191364213,99.31652269255487,wall_failure
22,59,310,268.2684275626406,106.54393487704698,wall_failure
23,42,117,127.4836741633218,80.94704940469536,wall_failure
23,8,118,127.140547865104,81.24600490697814,wall_failure
23,17,118,128.13580393734333,82.78319671538033,wall_failure
23,25,118,125.21723786273124,78.51877640901459,wall_failure
23,32,118,122.42701943574623,75.12673850014194,wall_failure
23,1,119,127.31916000041994,81.3442857605271,wall_failure
23,59,139,142.15989626649,99.37359121644698,wall_failure
23,45,198,187.4650522011317,98.58791800537048,wall_failure
23,23,199,187.926696671305,97.29469400149281,wall_failure
23,27,203,192.4216899861689,92.71663943241198,wall_failure
23,20,215,199.09456463887793,84.43434252744804,wall_failure
23,34,215,182.44027058651966,104.70139900771241,wall_failure
23,7,221,203.0056887311225,79.2793727683503,wall_failure
23,31,227,182.12784831577326,104.85444618984789,wall_failure
23,50,282,242.05037130366944,75.429072303037,wall_failure
23,49,288,252.00613785998135,87.4896259214188,wall_failure
23,60,288,251.99688435578076,87.3706517580826,wall_failure
23,63,350,268.26995214381,106.57619224369513,wall_failure
23,67,350,266.9960634738745,105.45435365030798,wall_failure
24,27,112,122.20501869235541,75.4610239725671,wall_failure
24,5,115,126.03357173176106,79.62753177321329,wall_failure
24,16,115,122.44296635033709,75.4565743492482,wall_failure
24,50,115,126.11007126399333,79.62341925262837,wall_failure
24,54,116,127.37201932052183,81.10799741687582,wall_failure
24,61,116,127.15697088608016,81.37467017553772,wall_failure
24,66,133,137.1666382732331,93.49774158958226,wall_failure
24,33,134,137.97674815072352,94.67633486401556,wall_failure
24,9,140,142.23724987277228,99.17405972423892,wall_failure
24,31,200,187.16994009547767,98.56633976460195,wall_failure
24,41,200,178.2528278447579,109.49189742543462,wall_failure
24,40,203,192.18373213801897,92.55917079833814,wall_failure
24,62,203,178.87400055415188,108.23284844088752,wall_failure
24,30,275,245.39107220823934,78.51639152327573,wall_failure
24,43,291,257.33594734551,93.43791606662124,wall_failure
24,46,305,239.3111978139924,71.51013612352813,wall_failure
24,26,307,259.8535751829657,96.68999571416872,wall_failure
25,8,37,59.337256118525595,85.47990379832153,wall_failure
25,6,114,126.26843360663082,79.52962478190182,wall_failure
25,62,114,122.387399366967,75.01124973565754,wall_failure
25,45,116,127.3562276101982,81.39463717375543,wall_failure
25,57,116,127.2952364400322,81.49205154347464,wall_failure
25,4,129,137.30653878123246,93.31539307384182,wall_failure
25,50,199,185.98892254328274,100.40301360504975,wall_failure
25,61,201,193.8278481279244,90.42333522713372,wall_failure
25,17,203,191.20755301815836,94.49232228299444,wall_failure
25,38,277,247.31633036311936,81.46679177760032,wall_failure
25,12,281,252.15298213964383,87.43472267827381,wall_failure
25,69,282,257.41373757905495,93.26831607112003,wall_failure
26,46,64,78.96150297595297,74.42359459699543,wall_failure
26,14,104,118.34167906852369,70.51139714710237,wall_failure
26,10,108,119.8373580547701,72.53053509619997,wall_failure
26,26,108,120.88185052422332,73.62507988049008,wall_failure
26,43,110,122.17475645529956,75.4648278136886,wall_failure
26,13,111,122.1875383761546,75.4863379682368,wall_failure
26,39,123,130.35272371157936,84.53574745205539,wall_failure
26,36,132,135.97643557614944,91.59322348681802,wall_failure
26,19,134,137.1252943101319,93.39784427626645,wall_failure
26,25,135,138.29747001472188,94.67593447221154,wall_failure
26,40,201,187.41704777735788,98.68853738518204,wall_failure
26,4,205,193.09331130062827,91.3714970605302,wall_failure
26,33,272,246.36275530029843,79.51394000407895,wall_failure
26,3,275,247.39311106302674,81.43929418058096,wall_failure
26,53,305,243.9786265092697,77.5682791411333,wall_failure
26,22,333,268.20279384880035,106.64717947603592,wall_failure
27,27,38,59.427687421736046,85.49305704923769,wall_failure
27,26,114,122.42049377144836,75.1288413209595,wall_failure
27,49,114,122.02451337152684,75.44649023410086,wall_failure
27,17,115,126.96204811899672,81.3519306864456,wall_failure
27,36,117,127.35713123975538,81.47060865857739,wall_failure
27,22,137,138.39904037816478,94.5235559092672,wall_failure
27,5,140,141.16274743742926,97.5849700630721,wall_failure
27,54,202,187.04067757732352,98.59010014803576,wall_failure
27,8,203,187.06182055011604,98.57422108626055,wall_failure
27,55,203,182.0793241938642,104.5262355899803,wall_failure
27,43,204,194.0399866747625,90.3958268819483,wall_failure
27,16,278,251.3019041067739,85.55274285075119,wall_failure
27,56,281,251.99470398861126,87.2395480998156,wall_failure
27,65,282,252.92121677372023,88.66957298743907,wall_failure
27,6,286,247.36055790985316,81.25534332943536,wall_failure
27,68,298,238.2887998677074,70.53810979973346,wall_failure
27,18,308,268.2489314974945,106.56862813586022,wall_failure
28,3,42,61.24530740476587,84.3258480854552,wall_failure
28,31,107,117.02293708269444,69.4398923867617,wall_failure
28,59,109,120.08051373321325,72.50314075167307,wall_failure
28,29,110,120.24642277681818,72.78081709568282,wall_failure
28,54,119,127.08308242207642,81.20721941272456,wall_failure
28,5,121,127.08877945389303,81.3224523475837,wall_failure
28,20,121,127.19724886085899,81.31279700106836,wall_failure
28,52,123,132.11432890611798,87.34403743261872,wall_failure
28,24,140,142.2850531309702,99.49970578969382,wall_failure
28,28,187,178.2967172477385,109.49671848148822,wall_failure
28,67,187,179.33621791433262,108.48635502113657,wall_failure
28,0,200,188.20096506600453,97.44356236931615,wall_failure
28,13,203,190.94413712785314,94.3040672788598,wall_failure
28,2,212,197.44770242053514,86.70242379909003,wall_failure
28,36,222,197.95353423371705,85.46244456519904,wall_failure
