seed,corridor_radius,deflection,success_rate,death_rate,temporal_jitter,mean_arrival,first_death_step
10,15,0.4,0.7571428571428571,0.24285714285714285,0.06053869575514774,430.49056603773585,62.0
11,15,0.4,0.8285714285714286,0.17142857142857143,0.09106940398654163,440.1034482758621,112.0
12,15,0.4,0.7571428571428571,0.24285714285714285,0.07524445164495322,422.9622641509434,103.0
13,15,0.4,0.7285714285714285,0.2714285714285714,0.061227700248101535,414.078431372549,114.0
14,15,0.4,0.7714285714285715,0.22857142857142856,0.0400301330852999,404.8888888888889,115.0
15,15,0.4,0.8285714285714286,0.17142857142857143,0.049004239821258094,416.8448275862069,112.0
16,15,0.4,0.8285714285714286,0.17142857142857143,0.09719542588038925,468.1034482758621,105.0
17,15,0.4,0.8142857142857143,0.18571428571428572,0.04851508653782948,425.35087719298247,105.0
18,15,0.4,0.7428571428571429,0.2571428571428571,0.06510647358822279,413.8076923076923,40.0
19,15,0.4,0.7714285714285715,0.22857142857142856,0.07821605496628237,416.55555555555554,105.0
0,15,0.5,0.8714285714285714,0.12857142857142856,0.05277449260170282,429.24590163934425,52.0
1,15,0.5,0.7285714285714285,0.2714285714285714,0.07986758949189854,417.88235294117646,114.0
2,15,0.5,0.7857142857142857,0.21428571428571427,0.06506664397225367,445.8181818181818,40.0
3,15,0.5,0.8,0.2,0.07178029837174339,440.125,115.0
4,15,0.5,0.8142857142857143,0.18571428571428572,0.08310825694738752,447.2631578947368,40.0
5,15,0.5,0.8142857142857143,0.18571428571428572,0.13787854284610096,440.7543859649123,116.0
6,15,0.5,0.6428571428571429,0.35714285714285715,0.09346186479913816,478.68888888888887,62.0
7,15,0.5,0.7285714285714285,0.2714285714285714,0.08357295404050653,442.52941176470586,114.0
8,15,0.5,0.8285714285714286,0.17142857142857143,0.11035228009530695,459.67241379310343,38.0
9,15,0.5,0.7285714285714285,0.2714285714285714,0.07774761312313962,440.05882352941177,114.0
10,15,0.5,0.8142857142857143,0.18571428571428572,0.07223345113571451,450.2280701754386,62.0
11,15,0.5,0.8142857142857143,0.18571428571428572,0.10811923489384521,438.9824561403509,112.0
12,15,0.5,0.8285714285714286,0.17142857142857143,0.07824082636301168,434.7586206896552,103.0
13,15,0.5,0.8142857142857143,0.18571428571428572,0.04830318384990931,413.5263157894737,114.0
14,15,0.5,0.8142857142857143,0.18571428571428572,0.09875320621425725,426.0,115.0
15,15,0.5,0.8571428571428571,0.14285714285714285,0.06544017441578256,419.21666666666664,112.0
16,15,0.5,0.8285714285714286,0.17142857142857143,0.09677639743118671,454.55172413793105,105.0
17,15,0.5,0.7571428571428571,0.24285714285714285,0.08591502682198393,448.8867924528302,105.0
18,15,0.5,0.7,0.3,0.08552718593923554,462.81632653061223,40.0
19,15,0.5,0.7571428571428571,0.24285714285714285,0.0572610850533497,431.58490566037733,105.0
0,13,0.1,0.45714285714285713,0.5428571428571428,0.019288938934632047,401.5625,35.0
1,13,0.1,0.45714285714285713,0.5428571428571428,0.026364236076131517,402.40625,49.0
2,13,0.1,0.4857142857142857,0.5142857142857142,0.030623285607295492,400.29411764705884,109.0
3,13,0.1,0.44285714285714284,0.5571428571428572,0.024416042403839554,399.2903225806452,101.0
4,13,0.1,0.5,0.5,0.027065356063648453,400.51428571428573,36.0
5,13,0.1,0.5,0.5,0.026912427128369665,404.6857142857143,103.0
6,13,0.1,0.4857142857142857,0.5142857142857142,0.03351203948915923,397.6470588235294,100.0
7,13,0.1,0.5,0.5,0.024597875886584235,402.22857142857146,37.0
8,13,0.1,0.5857142857142857,0.4142857142857143,0.03390437531810938,405.609756097561,47.0
9,13,0.1,0.4714285714285714,0.5285714285714286,0.014910650688350536,394.6969696969697,35.0
10,13,0.1,0.5,0.5,0.028727781657319353,405.34285714285716,113.0
11,13,0.1,0.44285714285714284,0.5571428571428572,0.0247163833718579,400.61290322580646,112.0
12,13,0.1,0.5428571428571428,0.45714285714285713,0.0276135727651011,399.3157894736842,99.0
13,13,0.1,0.4714285714285714,0.5285714285714286,0.025107148079744252,399.1515151515151,111.0
14,13,0.1,0.5285714285714286,0.4714285714285714,0.033311023029219664,402.35135135135135,102.0
15,13,0.1,0.45714285714285713,0.5428571428571428,0.034716283074187934,405.625,112.0
16,13,0.1,0.4,0.6,0.025957287405607245,398.0357142857143,112.0
