seed,particle,death_step,x,y,death_type,distance_to_nearest_curvature
4,67,292,247.1186271670079,81.35574651463274,wall_failure,48.09212891584438
4,18,334,266.9454166668423,105.42779078047697,wall_failure,20.663988922264164
5,49,116,125.1749154549161,78.57889620102151,wall_failure,47.09719705322436
5,59,116,127.45227743525129,81.03471811306383,wall_failure,48.26799293922444
5,29,117,127.20925717584846,81.28436215843992,wall_failure,48.12482517176202
5,67,118,127.21817429543873,81.33048921360356,wall_failure,48.07867010726674
5,58,194,183.3572222895921,103.4723971016374,wall_failure,44.48336086807623
5,15,196,187.40719556586066,98.78983184875008,wall_failure,48.121053655309545
5,9,197,187.4190409901148,98.54944709309248,wall_failure,47.89304078890282
5,32,197,187.22351060877364,98.76581980245074,wall_failure,48.166193514350645
5,68,198,187.2572908549968,98.63783095321243,wall_failure,48.03477573604096
5,25,201,192.34194692655507,92.68729439452581,wall_failure,40.705442574413276
5,64,201,192.30941221350213,92.55139248057651,wall_failure,40.58646178910229
5,46,222,201.33471821924815,82.49848736544,wall_failure,28.733222455033733
5,37,226,202.13001959781982,80.66531526582635,wall_failure,26.81931814447955
5,30,276,251.05500085975598,85.53798292004699,wall_failure,42.79763810305209
5,38,278,253.18349847645592,88.61747743378865,wall_failure,39.20564629832316
5,22,286,243.18437607545783,76.71347438697285,wall_failure,44.429140155979475
5,43,288,246.0300638583877,79.68663757792375,wall_failure,48.407328890189525
5,54,336,268.2014584811584,106.5923456434034,wall_failure,19.669936045440103
6,40,62,78.88763795128585,74.273450696972,wall_failure,21.17483820427244
6,52,113,122.44190263130342,75.27048463578514,wall_failure,43.06192737550396
6,68,119,127.39202157487402,81.1090120339441,wall_failure,48.220760101726704
6,50,148,139.16126172024477,95.50097854800205,wall_failure,31.05287706846034
6,58,149,142.10101465177078,99.46891793772309,wall_failure,26.688994575377304
6,48,202,191.15740674270768,94.49291683467246,wall_failure,42.79361753657354
6,2,203,192.9143454183272,91.47145021278124,wall_failure,39.37223168321109
6,38,205,184.12294988041774,102.48670329579211,wall_failure,45.64515668990295
6,25,206,180.4409776570379,107.49287945647079,wall_failure,39.9822011412501
6,36,208,187.29707870702816,98.72837073852295,wall_failure,48.10426770285473
6,60,208,187.35171501718926,98.63863047114906,wall_failure,48.00072179847195
6,46,209,187.08417331353968,98.77870255753726,wall_failure,48.2297527320603
6,17,288,252.47744204420604,87.48531282928158,wall_failure,40.49932821189162
6,51,295,257.2371696689528,93.26472255128789,wall_failure,33.64312596048094
6,10,296,261.0596149617797,97.57534633180478,wall_failure,28.696473135322297
6,21,298,248.99971164730195,83.59412501583122,wall_failure,45.32402740867625
7,10,114,122.12023430401672,75.48486305637643,wall_failure,42.88952244239085
7,19,115,126.26273020574811,79.54691551168308,wall_failure,48.53099830204847
7,47,115,122.2256645056953,75.49628247297622,wall_failure,42.986512513212425
7,64,116,126.91634010980842,81.47998467222567,wall_failure,48.05258078198699
7,0,117,128.060897340779,82.7110413667373,wall_failure,46.48512814279376
7,61,134,137.95798472619575,94.5890797338209,wall_failure,32.19061805999931
7,38,135,139.02222738521843,95.61642448155098,wall_failure,30.96603666469649
7,7,198,187.39684485826535,98.69954492787352,wall_failure,48.04082001488903
7,11,200,187.23658190662744,98.60766103910008,wall_failure,48.01439831695492
7,48,200,187.33984135126718,98.66400052512726,wall_failure,48.028680456649866
7,67,208,197.13606247292788,86.5584040630419,wall_failure,33.49464417727104
7,8,282,257.18126289158516,93.28340483766544,wall_failure,33.637898997805976
7,14,285,252.25336164402356,87.31736499360422,wall_failure,40.72865134541146
7,45,285,252.11013730717482,87.46780872849904,wall_failure,40.63100201106812
8,44,38,59.29168789899329,85.49081915215292,wall_failure,40.65204794295571
8,1,105,119.36118346152843,71.51047147111878,wall_failure,38.56562640509913
8,31,107,119.95961983530727,72.58791644136711,wall_failure,39.594010363443296
8,27,109,122.24361533612972,75.26899123568691,wall_failure,42.888889837454684
8,3,111,123.93983442019949,77.59710445929862,wall_failure,45.53168175606523
8,58,114,125.93867079647123,79.66267626798397,wall_failure,48.31715761318327
8,55,116,127.18610832434327,81.44296586535978,wall_failure,47.9860816019346
8,36,118,128.03254228236204,82.53623747769004,wall_failure,46.65826051189208
8,45,134,138.14969188609226,94.54299635203164,wall_failure,32.1942510359189
8,64,196,189.1206856240712,96.31958203564677,wall_failure,45.20065982617307
8,40,197,189.88956063713667,95.28338162820489,wall_failure,43.96183545302419
8,8,199,192.439756518198,92.6299328717992,wall_failure,40.62057889791653
8,30,200,192.49294107556278,92.72320485704752,wall_failure,40.69291237230647
8,13,205,187.1841208666362,98.52068661578427,wall_failure,47.95307170594498
8,41,226,202.02775512644854,80.5069921069926,wall_failure,26.673111369851867
8,59,284,253.23362160507722,88.66461005491142,wall_failure,39.14561281784112
8,18,287,238.4234197036029,70.52309588333459,wall_failure,37.28455018171814
8,66,292,247.41785656577585,81.44824869289292,wall_failure,47.89561892565904
8,25,293,242.40047534707168,75.26912669041974,wall_failure,43.02524034052618
8,67,300,264.3278374526777,101.55358908956242,wall_failure,24.45564983581471
8,20,382,243.1714192776583,76.51921786637254,wall_failure,44.31898490471025
9,44,114,122.26555239405594,75.05186758247223,wall_failure,42.80073041367488
9,32,116,125.88330925950612,79.67244348910421,wall_failure,48.27545267223983
9,1,118,126.95549097093273,81.11217687707759,wall_failure,48.378931063169
9,2,118,127.09458527626025,81.20851492220785,wall_failure,48.23775504626219
9,13,118,127.07496202247789,81.2438901990504,wall_failure,48.21220126700571
9,35,119,128.80529840295512,83.51032694954444,wall_failure,45.47131706638744
9,17,123,132.48169982155,87.29604687466822,wall_failure,40.678050922895274
9,28,125,132.2940114863439,87.15432775115526,wall_failure,40.87087467346187
9,67,126,132.97900728484174,88.64336080077696,wall_failure,39.243123704909316
9,46,198,192.07305666368416,92.57583883912706,wall_failure,40.68416407108083
9,23,200,182.0741052486707,104.56669970619643,wall_failure,42.82377425535811
9,65,200,187.1396915229858,98.53406735598773,wall_failure,47.98201511151608
9,5,209,197.07435293467643,86.83093427005299,wall_failure,33.774045159687525
9,55,272,246.19052120955232,79.5022055666907,wall_failure,48.44606822313168
9,25,275,247.14156835908597,80.76236918280838,wall_failure,48.63503698596028
9,31,276,247.06392766735053,81.45253487282285,wall_failure,48.02269609235927
9,38,292,256.19625344071386,91.52054975854588,wall_failure,35.58564938894684
9,54,292,262.37621795281956,99.41471327453294,wall_failure,26.714447449019065
9,61,360,189.06520689152262,89.44902106821019,progress_failure,38.86580407124479
10,17,62,79.36661860262176,74.48467240145247,wall_failure,21.24515919834812
10,41,113,122.48041728374183,75.27092285416366,wall_failure,43.09563596039853
10,40,115,122.35043949746236,75.23142025613788,wall_failure,42.963106693375174
10,52,116,123.10063293239895,76.69440547988654,wall_failure,44.34742686937888
10,44,118,127.30182418525916,81.34445659541329,wall_failure,48.03481012691114
10,7,147,142.49200313007577,99.41948249135173,wall_failure,26.698575979387122
10,18,205,192.07197922309254,92.71195472337139,wall_failure,40.81359038007447
10,56,206,193.8745226578773,90.40542203584427,wall_failure,38.06745328621316
10,48,209,197.26656792352725,87.03780413852378,wall_failure,33.930848412276355
10,30,211,197.36181958470206,86.60401435182173,wall_failure,33.48676681781086
10,59,212,186.09852979429533,100.36247523358634,wall_failure,48.439362376078556
10,58,213,185.9155897227097,100.3576039223891,wall_failure,48.28683007775705
10,31,215,177.46195064625178,110.5621325250713,wall_failure,35.94587586821536
10,51,224,182.4846930191073,104.97201936228596,wall_failure,42.979974179107984
10,9,300,262.4825989047351,99.14111083698008,wall_failure,26.976605333989486
10,10,303,251.3214399039076,85.60369404267541,wall_failure,42.649320525656556
11,0,112,125.03667247825487,78.59900217866527,wall_failure,46.98985051388257
11,52,115,126.04735577692507,79.55069630839996,wall_failure,48.350010321834965
11,18,116,127.24703107737157,81.44975381396124,wall_failure,47.957192795288506
11,6,140,142.1693748097868,99.45897980766816,wall_failure,26.69153783162814
11,58,205,192.37577734221972,92.63786638475764,wall_failure,40.64794849041705
11,68,205,190.93185481721773,94.48749155231917,wall_failure,42.861984101100084
11,34,207,193.87959721982836,90.29213034521527,wall_failure,37.9576353713893
11,55,213,182.39508716542187,104.85665186461975,wall_failure,42.95851154874185
11,60,219,187.33067759049342,98.60937389475266,wall_failure,47.98125877561917
11,65,219,187.44416205925617,98.68202381320025,wall_failure,48.00719423008446
11,64,287,253.1545809435405,88.63539615654581,wall_failure,39.19729037830811
11,47,316,244.0581800787797,77.50187534475539,wall_failure,45.583764388067
11,19,321,247.42124455860497,81.36650710058036,wall_failure,47.97042142061
11,28,359,267.957568971066,106.58706887189103,wall_failure,19.636932275773486
12,49,103,116.23063833785504,67.5057955915607,wall_failure,34.02586201040205
12,63,104,116.10262838316174,67.66672710667449,wall_failure,33.97282623140691
12,8,105,118.04250973221934,70.5453786881516,wall_failure,36.95344375478626
12,11,106,117.31665177436362,69.35152687903049,wall_failure,35.77758179954418
12,20,106,121.3902834967781,73.50798974677768,wall_failure,41.289398117873596
12,46,108,122.3456694292175,75.27204420723173,wall_failure,42.97905175630113
12,3,130,137.146390358154,93.19664814639256,wall_failure,33.73038803865243
12,23,133,137.9311471870708,94.67562625423305,wall_failure,32.112070482224446
12,58,204,193.95788763665772,90.33568723220854,wall_failure,37.97644549035046
12,1,205,187.2910625915873,98.69584807880311,wall_failure,48.076244649707476
12,61,205,188.19874077132891,97.35377255414153,wall_failure,46.495504151963345
12,35,209,190.93416194610663,94.30788435742117,wall_failure,42.69160738985583
12,17,219,202.3797998315011,80.53257072629363,wall_failure,26.661634576086577
12,18,219,203.76843872392516,78.31503948440367,wall_failure,24.346208910317774
12,26,240,123.24152497647924,91.07939772841193,progress_failure,41.144619312367176
12,34,250,183.0247731086795,103.27470365006147,wall_failure,44.29810903592936
12,47,273,240.29494368360355,72.53408451950665,wall_failure,39.86534006634036
12,45,301,240.8919069998321,73.67542022042971,wall_failure,40.93105360157603
12,15,336,260.19114607312326,96.53038134164638,wall_failure,29.85939550558286
13,33,114,125.1313668429116,78.5181685632289,wall_failure,47.02836584844567
13,35,115,122.11848863196019,75.4292063339075,wall_failure,42.86015728415073
13,14,116,122.17789216212448,75.49889492162417,wall_failure,42.94645676268991
13,22,116,122.09706464458019,75.49899636584989,wall_failure,42.87655594824505
13,42,116,125.39744074535804,78.59154101435256,wall_failure,47.2937322299192
13,51,116,126.1447321672454,79.550420593873,wall_failure,48.432561130278536
13,9,117,127.4004417646069,81.35179103355426,wall_failure,47.99173901821436
13,18,117,127.49897264634032,81.29774129160191,wall_failure,48.00601933160151
13,27,117,128.01305987285397,82.65452046271051,wall_failure,46.55520090388212
13,40,117,127.01756532500221,81.1738546386178,wall_failure,48.298563796455994
13,47,117,127.215047733904,81.4947738121954,wall_failure,47.927233230544
13,1,118,128.9004936292297,83.5532118080033,wall_failure,45.397400070914905
13,54,118,127.3270095235728,81.47234378000527,wall_failure,47.906646311612356
13,66,128,135.31452703639698,90.51726777838614,wall_failure,36.78087373132182
13,36,188,180.46139062432394,107.49027824390227,wall_failure,40.00150027810266
13,62,190,181.22788895402232,106.4297717699011,wall_failure,41.1758882240946
13,31,200,190.27098221222505,95.46962077783009,wall_failure,44.00765174886781
13,56,209,197.17571515210494,86.69878948426954,wall_failure,33.62187185624228
13,32,210,198.4069647397317,85.43417046737939,wall_failure,32.118144200987196
13,53,217,202.31790192642788,80.72497499117192,wall_failure,26.85922445557622
13,16,265,182.0332323961868,105.10957333317009,wall_failure,42.51905723357678
13,15,274,241.18056531829632,73.52018447976072,wall_failure,41.11047200988329
13,11,275,241.03104309811968,73.58618203527428,wall_failure,41.01042054719091
13,20,277,247.18851574505578,81.23550312848515,wall_failure,48.1778906919345
13,60,317,267.0420534056098,105.47274033427514,wall_failure,20.628581422275676
13,29,339,263.8393201482779,101.64600788096563,wall_failure,24.381634683756992
13,44,360,187.70468891001713,91.16929303827801,progress_failure,40.9961477539618
14,50,115,122.31717607754423,75.17827206144382,wall_failure,42.90793444004234
14,39,116,125.02509629520716,78.62530435141913,wall_failure,46.99376498899219
14,30,117,126.06703005666378,79.51141935832365,wall_failure,48.34597682694163
14,52,117,124.99881743137675,78.603509935126,wall_failure,46.95996270267314
14,60,117,122.98338358531524,76.57392286100357,wall_failure,44.18505880864859
14,65,117,127.11097233739419,81.49405100186758,wall_failure,47.966621800350296
14,43,118,128.05905295358588,82.5170638900227,wall_failure,46.66649139986609
14,67,133,137.9841479055823,94.5419259945287,wall_failure,32.23092615399773
14,5,196,190.24096490317066,95.44411079866462,wall_failure,43.993674964492676
14,11,199,192.33217248558248,92.50966903350766,wall_failure,40.53971463892331
14,20,204,188.1216750734085,97.45891718405498,wall_failure,46.6214042596118
14,31,274,246.96726167381897,81.4065788741482,wall_failure,48.10148500044551
14,40,280,252.11287820654658,87.15878537610533,wall_failure,40.92331684478607
14,22,290,244.0686973563374,77.62441126161507,wall_failure,45.656061159270074
14,59,294,246.97960908068168,81.34679486342093,wall_failure,48.15229192732639
15,19,112,122.30898547711277,75.03063972113712,wall_failure,42.82812398893608
15,1,113,122.82161520957148,76.73970545036387,wall_failure,44.131267611866726
15,36,113,125.29023186290908,78.52415762059732,wall_failure,47.16711874353654
15,20,114,126.18430057935728,79.5042288677111,wall_failure,48.441844559713424
15,16,116,127.13831818621814,81.31182850592171,wall_failure,48.125589333544134
15,25,125,133.29230667784685,88.54482083269735,wall_failure,39.24233083521329
15,21,126,133.03696376567115,88.71563445416832,wall_failure,39.15658501579352
15,37,195,187.37407436057333,98.58882139103427,wall_failure,47.94618074141207
15,18,213,198.05334443072476,85.35946453431364,wall_failure,32.11965192023441
15,59,215,200.03635609473005,83.4868444683948,wall_failure,29.9017015823787
15,34,280,243.91191174386154,77.57278027189757,wall_failure,45.495195848674314
15,67,311,263.2321849313359,100.64650371447001,wall_failure,25.415053492317867
16,45,105,119.44391810249452,71.52342988681613,wall_failure,38.64523371969059
16,46,107,121.245292663686,73.50102954906971,wall_failure,41.158369668269664
16,56,107,122.41686917897225,75.34524785291697,wall_failure,43.07715990009996
16,66,107,120.32156682756997,72.65557679463498,wall_failure,39.94550824179127
16,21,108,122.04774497109108,75.43413726021461,wall_failure,42.801374364998196
16,29,143,143.0754888586656,100.55975159228628,wall_failure,25.512937545082902
16,64,145,144.264482985853,101.50998357353558,wall_failure,24.5010589535758
16,44,213,192.4074229831125,92.99330415547645,wall_failure,40.976221945022466
16,67,217,176.99736989010879,110.5862844284063,wall_failure,35.51639491286285
16,42,219,187.31827003911175,98.78461023691236,wall_failure,48.14877868110393
16,3,220,187.9014990001752,97.29216200879218,wall_failure,46.546428733432585
16,12,220,188.86356136326637,96.3335996257686,wall_failure,45.304727227431194
16,39,220,182.17919970733604,104.94695075838453,wall_failure,42.726148588983094
16,60,220,192.35696571681805,92.71842525537478,wall_failure,40.73036668312425
16,30,223,197.43171501304184,86.81215368978224,wall_failure,33.67367469412429
16,31,290,250.09387648479185,84.58753765215731,wall_failure,44.01345880480345
16,32,295,253.06728869520697,88.75026876506324,wall_failure,39.114346168107666
16,16,332,247.223077844733,81.4427728213357,wall_failure,47.972548975070346
17,25,105,119.41441956155856,71.51262633268261,wall_failure,38.614043492324825
17,37,107,121.15228291357059,73.5123357038103,wall_failure,41.08185492989621
17,56,107,121.39621277656573,73.60041916404762,wall_failure,41.3383688101431
17,61,107,119.98347179705662,72.63993677451658,wall_failure,39.63950733716846
17,67,107,120.03693565868241,72.72532131485129,wall_failure,39.72687401111589
17,15,108,122.44519920450547,75.49972612281948,wall_failure,43.17848036720773
17,22,108,121.25785547187229,73.7323736837297,wall_failure,41.279518585050475
17,58,108,122.00433810133563,75.42113753973477,wall_failure,42.757293784969534
17,1,109,123.02043043465453,76.58010406490038,wall_failure,44.22006592055393
17,40,123,132.02626860098232,87.43344282066825,wall_failure,40.69025729926665
17,2,128,134.9593105783236,90.61887915909965,wall_failure,36.778242970823904
17,49,152,144.27584113400093,101.51267008242736,wall_failure,24.498035279492377
17,31,197,188.1734960170761,97.29671720494031,wall_failure,46.45144730804335
17,26,199,188.11765908326709,97.46144479597416,wall_failure,46.62521440789634
17,53,202,192.38324951564599,92.76268593745662,wall_failure,40.76430072833759
17,20,203,192.4834908699002,92.64262916405028,wall_failure,40.61915545052827
17,54,203,192.45718940944354,92.60353049773282,wall_failure,40.59008086220035
17,11,218,182.05881086706017,104.64270394214314,wall_failure,42.77253274922454
17,10,290,255.9917990592734,91.52390719504629,wall_failure,35.63353279264194
17,64,308,253.1073036922858,88.54242296062192,wall_failure,39.30020741838983
17,69,321,244.35136655537724,77.5106851307097,wall_failure,45.83974656442852
17,6,323,244.99071127128295,78.56222799856434,wall_failure,46.931439699167285
18,18,40,58.94078556582723,85.39862099060151,wall_failure,40.8038730641791
18,57,104,116.25119343901424,67.54506349389658,wall_failure,34.06032642850589
18,67,115,127.06707037251263,81.48734472168212,wall_failure,47.989232593893135
18,10,123,132.11221612202485,87.25779172502102,wall_failure,40.82956863974007
18,12,123,132.25781134305595,87.3180542301139,wall_failure,40.7266043307512
18,59,188,182.05713288032598,104.53818765809467,wall_failure,42.82336379021733
18,51,190,184.17730377968786,102.47673600275536,wall_failure,45.696882612821746
18,61,193,187.22564252582754,98.64762346782805,wall_failure,48.055572673152284
18,4,195,188.86636396327498,96.46346558783475,wall_failure,45.42510452926596
18,20,207,197.0993721516133,86.58927673105075,wall_failure,33.53328015944323
18,42,278,247.24737228817432,81.3696014471906,wall_failure,48.03153407561841
18,54,280,252.07794246037744,87.3939352661094,wall_failure,40.71127368794384
18,9,281,252.88024650446482,88.5238275153489,wall_failure,39.38720514192213
18,8,282,256.02979576035284,91.56007445033407,wall_failure,35.588945418029965
18,6,291,262.1378677456051,99.37818940077835,wall_failure,26.77522363347275
19,31,105,115.41889590035132,66.51182278110927,wall_failure,32.89156331192385
19,55,107,116.10835519144482,67.5115598019159,wall_failure,33.91595510962121
19,33,114,123.32161165783329,76.52375720176737,wall_failure,44.4507093142275
19,43,115,125.08796929628835,78.61472940483448,wall_failure,47.041791908614414
19,50,115,126.30207857715482,79.53492109126525,wall_failure,48.55814957276084
19,2,116,127.47717431238985,81.11685239012903,wall_failure,48.182427911509784
19,30,127,133.339694983938,88.624395927693,wall_failure,39.152247609012846
19,25,133,137.35463737095455,93.19915883177022,wall_failure,33.68006459425282
19,10,196,187.08207540566997,98.6641612653664,wall_failure,48.1242072486057
19,52,196,189.13909343200916,96.42631139220929,wall_failure,45.294152553141366
19,16,198,191.1417386039364,94.3344222217284,wall_failure,42.64876346252356
19,62,201,192.9835845100706,91.37103367793677,wall_failure,39.25542509493559
19,38,214,201.01813423828796,82.43665630825691,wall_failure,28.71408499218149
19,68,280,252.13017576090562,87.35933831175448,wall_failure,40.7275473316357
19,57,288,257.22095694436223,93.24542413944131,wall_failure,33.66564644658647
20,20,112,122.87791169604881,76.7370354518232,wall_failure,44.17815043198545
20,33,113,125.07860536254982,78.52959484192571,wall_failure,46.9893140077192
20,54,116,127.31873330907979,81.25355264662058,wall_failure,48.11311403914946
20,14,117,127.13394515385976,81.2860873853908,wall_failure,48.15111522147954
20,49,117,127.15244251881904,81.08283461539162,wall_failure,48.33308446842928
20,68,126,133.13777056205473,88.61259222581454,wall_failure,39.224109260908385
20,56,129,134.99359640777718,90.56008235772977,wall_failure,36.82547861659569
20,18,136,141.03882963207636,97.55765414872843,wall_failure,28.716857561492713
20,3,140,142.0418476199289,99.26457356629493,wall_failure,26.898581600072824
20,24,199,186.0420333113166,100.48340062663436,wall_failure,48.327480194068315
20,36,200,188.01930865074502,97.2570659988616,wall_failure,46.47061047079683
20,53,203,190.83777627724155,94.23591856947692,wall_failure,42.655570842541074
20,15,239,204.25571326104256,78.44000858482339,wall_failure,24.4513390712253
20,38,287,252.83803252242998,88.66590350231488,wall_failure,39.26510173454203
20,57,290,182.14474531650725,104.5940087882129,wall_failure,42.87130234069516
20,60,290,253.04642405643935,88.60376572168212,wall_failure,39.260238359405164
20,55,291,238.14988455213614,70.5291954894615,wall_failure,37.042261666221044
20,42,298,248.8670281371483,83.58898176984823,wall_failure,45.37584432763571
20,59,302,240.8278453769735,73.71839602312141,wall_failure,40.89559445809501
20,43,343,268.1537873766441,106.63665607058832,wall_failure,19.61849797884038
21,14,114,126.07360031459173,79.56411001065636,wall_failure,48.3793795272301
21,37,116,126.25327652893958,79.6086217402976,wall_failure,48.55547684670391
21,45,116,125.98868038349623,79.62921057980716,wall_failure,48.3417868362818
21,15,117,122.05939429908095,75.45914958668784,wall_failure,42.82398634875785
21,32,117,127.00058229168337,81.24774161443575,wall_failure,48.23633141571576
21,61,117,127.22173857306579,81.46247507085643,wall_failure,47.954746440561046
21,65,195,187.37092692482483,98.77934315303423,wall_failure,48.12456535603267
21,47,197,181.32841471386865,106.47874958331218,wall_failure,41.24115582102256
21,22,202,192.23974454945906,92.56294911786495,wall_failure,40.61927084316139
21,55,204,193.20120769849692,91.43938191872427,wall_failure,39.25453882330177
21,30,211,183.03331797167965,103.46120336060198,wall_failure,44.21007385073033
21,35,275,251.215227940465,85.56440684992495,wall_failure,42.72068742578627
21,17,282,242.16549852336752,75.38345474464312,wall_failure,42.87804120183935
21,48,291,261.07982595860585,97.59348954432403,wall_failure,28.675731913645183
21,60,293,252.24051360352937,86.74567939457235,wall_failure,41.27597581275845
21,43,294,262.05812528182054,99.46456815631676,wall_failure,26.69801059982227
