seed,particle,death_step,x,y,death_type,distance_to_nearest_curvature
22,2,113,122.32955113194231,75.25750240353223,wall_failure,42.957849063337356
22,12,114,122.10720824424915,75.2557926979384,wall_failure,42.76392903955159
22,34,115,126.19433902810628,79.58216939464687,wall_failure,48.49145243131997
22,45,116,125.93488195544977,79.61542511629952,wall_failure,48.288865844989104
22,57,116,123.0218780753554,76.66641934278489,wall_failure,44.265446775110775
22,25,117,127.04449556714751,81.11970309827753,wall_failure,48.33881659106836
22,51,117,127.37787448026313,81.3881602625625,wall_failure,47.96619176662006
22,17,118,127.90271659125989,82.53361258135331,wall_failure,46.70807141369323
22,22,135,138.2807754124498,94.59441132319236,wall_failure,32.11633508348621
22,13,200,186.1274692225935,100.45220841211271,wall_failure,48.41650937101414
22,62,200,192.01995270996971,92.5962074995868,wall_failure,40.72037402827463
22,42,204,197.18831703477073,86.74861922118782,wall_failure,33.667409339650796
22,66,262,244.30564144743423,77.52020547971311,wall_failure,45.805387405873844
22,61,266,247.40168225202908,81.18832296534977,wall_failure,48.14340231242851
22,11,304,262.47554191364213,99.31652269255487,wall_failure,26.802627666829924
22,59,310,268.2684275626406,106.54393487704698,wall_failure,19.728686950753158
23,42,117,127.4836741633218,80.94704940469536,wall_failure,48.33828739373832
23,8,118,127.140547865104,81.24600490697814,wall_failure,48.18589116478874
23,17,118,128.13580393734333,82.78319671538033,wall_failure,46.39065848833403
23,25,118,125.21723786273124,78.51877640901459,wall_failure,47.10198104010864
23,32,118,122.42701943574623,75.12673850014194,wall_failure,42.97814402108479
23,1,119,127.31916000041994,81.3442857605271,wall_failure,48.02858437772461
23,59,139,142.15989626649,99.37359121644698,wall_failure,26.77745010126929
23,45,198,187.4650522011317,98.58791800537048,wall_failure,47.911969552113774
23,23,199,187.926696671305,97.29469400149281,wall_failure,46.53953389578076
23,27,203,192.4216899861689,92.71663943241198,wall_failure,40.7086238006573
23,20,215,199.09456463887793,84.43434252744804,wall_failure,31.001989805211267
23,34,215,182.44027058651966,104.70139900771241,wall_failure,43.07440383592654
23,7,221,203.0056887311225,79.2793727683503,wall_failure,25.357917205448526
23,31,227,182.12784831577326,104.85444618984789,wall_failure,42.72717597147167
23,50,282,242.05037130366944,75.429072303037,wall_failure,42.801111591973395
23,49,288,252.00613785998135,87.4896259214188,wall_failure,40.64344184473146
23,60,288,251.99688435578076,87.3706517580826,wall_failure,40.75914084045769
23,63,350,268.26995214381,106.57619224369513,wall_failure,19.69712909986368
23,67,350,266.9960634738745,105.45435365030798,wall_failure,20.642380030373165
24,27,112,122.20501869235541,75.4610239725671,wall_failure,42.95100657551131
24,5,115,126.03357173176106,79.62753177321329,wall_failure,48.37896644051666
24,16,115,122.44296635033709,75.4565743492482,wall_failure,43.15507284106112
24,50,115,126.11007126399333,79.62341925262837,wall_failure,48.441692513026176
24,54,116,127.37201932052183,81.10799741687582,wall_failure,48.22901200272803
24,61,116,127.15697088608016,81.37467017553772,wall_failure,48.060313668371265
24,66,133,137.1666382732331,93.49774158958226,wall_failure,33.43289334951355
24,33,134,137.97674815072352,94.67633486401556,wall_failure,32.101371685484914
24,9,140,142.23724987277228,99.17405972423892,wall_failure,26.96783009335748
24,31,200,187.16994009547767,98.56633976460195,wall_failure,48.00072578839611
24,41,200,178.2528278447579,109.49189742543462,wall_failure,37.12503212504304
24,40,203,192.18373213801897,92.55917079833814,wall_failure,40.633316066566124
24,62,203,178.87400055415188,108.23284844088752,wall_failure,38.250746241964414
24,30,275,245.39107220823934,78.51639152327573,wall_failure,47.249255734389614
24,43,291,257.33594734551,93.43791606662124,wall_failure,33.45186113170982
24,46,305,239.3111978139924,71.51013612352813,wall_failure,38.52094446525685
24,26,307,259.8535751829657,96.68999571416872,wall_failure,29.75839443976833
25,8,37,59.337256118525595,85.47990379832153,wall_failure,40.614785074868124
25,6,114,126.26843360663082,79.52962478190182,wall_failure,48.52674884895537
25,62,114,122.387399366967,75.01124973565754,wall_failure,42.88694727862143
25,45,116,127.3562276101982,81.39463717375543,wall_failure,47.96812584419005
25,57,116,127.2952364400322,81.49205154347464,wall_failure,47.9000639720145
25,4,129,137.30653878123246,93.31539307384182,wall_failure,33.577862877826924
25,50,199,185.98892254328274,100.40301360504975,wall_failure,48.32491576570517
25,61,201,193.8278481279244,90.42333522713372,wall_failure,38.09824571447985
25,17,203,191.20755301815836,94.49232228299444,wall_failure,42.77686007196882
25,38,277,247.31633036311936,81.46679177760032,wall_failure,47.91574695656888
25,12,281,252.15298213964383,87.43472267827381,wall_failure,40.648818959546155
25,69,282,257.41373757905495,93.26831607112003,wall_failure,33.59932306370982
26,46,64,78.96150297595297,74.42359459699543,wall_failure,21.297574100630467
26,14,104,118.34167906852369,70.51139714710237,wall_failure,37.20609894705129
26,10,108,119.8373580547701,72.53053509619997,wall_failure,39.45912121661802
26,26,108,120.88185052422332,73.62507988049008,wall_failure,40.898055667211395
26,43,110,122.17475645529956,75.4648278136886,wall_failure,42.92669741061076
26,13,111,122.1875383761546,75.4863379682368,wall_failure,42.948524186091255
26,39,123,130.35272371157936,84.53574745205539,wall_failure,43.975299226145815
26,36,132,135.97643557614944,91.59322348681802,wall_failure,35.570366668611
26,19,134,137.1252943101319,93.39784427626645,wall_failure,33.53970106510511
26,25,135,138.29747001472188,94.67593447221154,wall_failure,32.03312331622906
26,40,201,187.41704777735788,98.68853738518204,wall_failure,48.02317755511945
26,4,205,193.09331130062827,91.3714970605302,wall_failure,39.22241742076798
26,33,272,246.36275530029843,79.51394000407895,wall_failure,48.598751635861035
26,3,275,247.39311106302674,81.43929418058096,wall_failure,47.91303623403257
26,53,305,243.9786265092697,77.5682791411333,wall_failure,45.54994079275539
26,22,333,268.20279384880035,106.64717947603592,wall_failure,19.61605339181862
27,27,38,59.427687421736046,85.49305704923769,wall_failure,40.56791605329237
27,26,114,122.42049377144836,75.1288413209595,wall_failure,42.9734951995447
27,49,114,122.02451337152684,75.44649023410086,wall_failure,42.78745766880469
27,17,115,126.96204811899672,81.3519306864456,wall_failure,48.15410472108632
27,36,117,127.35713123975538,81.47060865857739,wall_failure,47.8971555661584
27,22,137,138.39904037816478,94.5235559092672,wall_failure,32.16114426643005
27,5,140,141.16274743742926,97.5849700630721,wall_failure,28.672956484211113
27,54,202,187.04067757732352,98.59010014803576,wall_failure,48.07092981307423
27,8,203,187.06182055011604,98.57422108626055,wall_failure,48.04830348121642
27,55,203,182.0793241938642,104.5262355899803,wall_failure,42.84855704234056
27,43,204,194.0399866747625,90.3958268819483,wall_failure,38.01023686469388
27,16,278,251.3019041067739,85.55274285075119,wall_failure,42.70384575184625
27,56,281,251.99470398861126,87.2395480998156,wall_failure,40.884108842560735
27,65,282,252.92121677372023,88.66957298743907,wall_failure,39.235924675832436
27,6,286,247.36055790985316,81.25534332943536,wall_failure,48.09609358168653
27,68,298,238.2887998677074,70.53810979973346,wall_failure,37.170596879527196
27,18,308,268.2489314974945,106.56862813586022,wall_failure,19.701110841723995
28,3,42,61.24530740476587,84.3258480854552,wall_failure,38.52197401998213
28,31,107,117.02293708269444,69.4398923867617,wall_failure,35.55079150056984
28,59,109,120.08051373321325,72.50314075167307,wall_failure,39.66117322347372
28,29,110,120.24642277681818,72.78081709568282,wall_failure,39.93781928628176
28,54,119,127.08308242207642,81.20721941272456,wall_failure,48.2432288330073
28,5,121,127.08877945389303,81.3224523475837,wall_failure,48.13413638661458
28,20,121,127.19724886085899,81.31279700106836,wall_failure,48.102848772083256
28,52,123,132.11432890611798,87.34403743261872,wall_failure,40.747073042741235
28,24,140,142.2850531309702,99.49970578969382,wall_failure,26.63900391783525
28,28,187,178.2967172477385,109.49671848148822,wall_failure,37.162207689467266
28,67,187,179.33621791433262,108.48635502113657,wall_failure,38.544826126293586
28,0,200,188.20096506600453,97.44356236931615,wall_failure,46.57843584804306
28,13,203,190.94413712785314,94.3040672788598,wall_failure,42.684717643431284
28,2,212,197.44770242053514,86.70242379909003,wall_failure,33.563160176957126
28,36,222,197.95353423371705,85.46244456519904,wall_failure,32.24186870846074
28,69,288,252.0817368174727,87.34236575489929,wall_failure,40.75897703673417
28,48,293,244.4024380710978,77.51594266007727,wall_failure,45.88629081914053
28,46,295,257.40456725662824,93.0801028006318,wall_failure,33.78476328429805
28,63,300,244.91306039460056,78.59559614440371,wall_failure,46.88278724395169
28,61,306,264.20703705543747,101.50078872108111,wall_failure,24.51204078653093
29,16,61,79.00577080219098,74.41758179361848,wall_failure,21.27929580542944
29,10,111,122.39657232272678,75.20448842958743,wall_failure,42.98992848388378
29,23,113,122.3758276663639,75.39319376913372,wall_failure,43.06531357588651
29,6,140,138.10065959237485,94.55449258657742,wall_failure,32.19349056172541
29,38,147,135.0855368884511,90.59575149392805,wall_failure,36.76625342715739
29,12,150,135.82414547786504,91.51775952842641,wall_failure,35.68222546522025
29,41,150,137.20594577285462,93.47390556233476,wall_failure,33.44688476769698
29,57,151,137.02365457613232,93.27759870228331,wall_failure,33.680523051307645
29,19,207,187.97813355561235,97.33461938808586,wall_failure,46.557847617354874
29,68,223,202.1976203457644,80.53907708051032,wall_failure,26.686624814909475
29,40,225,198.28524315931628,85.48331114835617,wall_failure,32.19140941763371
29,49,290,245.0434315993413,78.6671912891682,wall_failure,47.03133785411106
29,30,297,247.9118072832771,82.63812257195208,wall_failure,46.607496654603885
29,53,298,241.43847757592192,73.506291116516,wall_failure,41.331078393543464
29,50,300,241.0902249468772,73.78519782815637,wall_failure,41.15772576097326
29,34,309,257.10142033032884,93.47356243036826,wall_failure,33.47172988910633
