seed,deflection,zone,n_entered,entry_mean_step,entry_std_step,local_temporal_jitter,success_rate,failure_rate
1,0.5,B_transition,69,96.08695652173913,1.24806087777455,0.01298886886358186,0.7571428571428571,0.24285714285714285
1,0.5,C_downstream,56,254.48214285714286,2.146351317839611,0.008434192253073182,0.7571428571428571,0.24285714285714285
2,0.5,A_entry,70,0.0,0.0,0.0,0.9,0.1
2,0.5,B_transition,70,95.8,1.3373748272535373,0.013960071265548823,0.9,0.1
2,0.5,C_downstream,66,253.77272727272728,1.990853742139169,0.007845026388480947,0.9,0.1
3,0.5,A_entry,70,0.0,0.0,0.0,0.8285714285714286,0.17142857142857143
3,0.5,B_transition,70,96.3,1.1753418955472368,0.012205004107321202,0.8285714285714286,0.17142857142857143
3,0.5,C_downstream,59,254.6949152542373,1.8799047693887845,0.00738100628159332,0.8285714285714286,0.17142857142857143
4,0.5,A_entry,70,0.0,0.0,0.0,0.8285714285714286,0.17142857142857143
4,0.5,B_transition,70,96.1,1.0710475512986608,0.011145135809443452,0.8285714285714286,0.17142857142857143
4,0.5,C_downstream,61,254.34426229508196,1.8366509605456942,0.007221122049168345,0.8285714285714286,0.17142857142857143
5,0.5,A_entry,70,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
5,0.5,B_transition,69,96.3768115942029,1.3198753704379678,0.013694947452522529,0.8571428571428571,0.14285714285714285
5,0.5,C_downstream,62,254.51612903225808,1.8642817131354696,0.007324807744863433,0.8571428571428571,0.14285714285714285
6,0.5,A_entry,70,0.0,0.0,0.0,0.8714285714285714,0.12857142857142856
6,0.5,B_transition,70,96.41428571428571,1.1400859258702158,0.011824865137070288,0.8714285714285714,0.12857142857142856
6,0.5,C_downstream,61,254.78688524590163,1.856444284182566,0.007286263115087638,0.8714285714285714,0.12857142857142856
7,0.5,A_entry,70,0.0,0.0,0.0,0.8714285714285714,0.12857142857142856
7,0.5,B_transition,70,96.0,1.3835771443203715,0.014412261919853741,0.8714285714285714,0.12857142857142856
7,0.5,C_downstream,66,254.4090909090909,1.9922370000737388,0.007830840450500264,0.8714285714285714,0.12857142857142856
8,0.5,A_entry,70,0.0,0.0,0.0,0.8714285714285714,0.12857142857142856
8,0.5,B_transition,70,96.25714285714285,1.3275725891987362,0.013791938445079564,0.8714285714285714,0.12857142857142856
8,0.5,C_downstream,64,254.453125,1.767145363113912,0.006944875851326122,0.8714285714285714,0.12857142857142856
9,0.5,A_entry,70,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
9,0.5,B_transition,70,96.22857142857143,1.3327890045360686,0.013850242030367471,0.8571428571428571,0.14285714285714285
9,0.5,C_downstream,64,254.390625,1.6734805374951331,0.006578389189808213,0.8571428571428571,0.14285714285714285
10,0.5,A_entry,70,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427
10,0.5,B_transition,68,96.3529411764706,1.2457540343851394,0.012929071174803158,0.7857142857142857,0.21428571428571427
10,0.5,C_downstream,58,254.82758620689654,2.1586867897778674,0.00847116602209912,0.7857142857142857,0.21428571428571427
11,0.5,A_entry,70,0.0,0.0,0.0,0.7428571428571429,0.2571428571428571
11,0.5,B_transition,70,96.27142857142857,1.2526706165107362,0.013011862762255631,0.7428571428571429,0.2571428571428571
11,0.5,C_downstream,53,254.50943396226415,1.8995793130042593,0.007463689197778203,0.7428571428571429,0.2571428571428571
12,0.5,A_entry,70,0.0,0.0,0.0,0.8428571428571429,0.15714285714285714
12,0.5,B_transition,70,96.17142857142858,1.4339897247233837,0.014910766596790418,0.8428571428571429,0.15714285714285714
12,0.5,C_downstream,63,254.47619047619048,2.1444438569900384,0.008426893899066961,0.8428571428571429,0.15714285714285714
13,0.5,A_entry,70,0.0,0.0,0.0,0.8285714285714286,0.17142857142857143
13,0.5,B_transition,70,96.15714285714286,1.226326853257486,0.012753362015618969,0.8285714285714286,0.17142857142857143
13,0.5,C_downstream,61,254.24590163934425,1.8346012896442991,0.007215853934351801,0.8285714285714286,0.17142857142857143
14,0.5,A_entry,70,0.0,0.0,0.0,0.8142857142857143,0.18571428571428572
14,0.5,B_transition,70,96.45714285714286,1.1672398980466,0.012101124535310268,0.8142857142857143,0.18571428571428572
14,0.5,C_downstream,58,254.8793103448276,1.8201703804948908,0.007141302987775788,0.8142857142857143,0.18571428571428572
15,0.5,A_entry,70,0.0,0.0,0.0,0.8714285714285714,0.12857142857142856
15,0.5,B_transition,70,96.31428571428572,1.3367642931759525,0.01387919022861838,0.8714285714285714,0.12857142857142856
15,0.5,C_downstream,63,254.77777777777777,2.1635101141684885,0.008491753609873516,0.8714285714285714,0.12857142857142856
16,0.5,A_entry,70,0.0,0.0,0.0,0.8,0.2
16,0.5,B_transition,70,96.27142857142857,1.2296506887431613,0.012772747916772102,0.8,0.2
16,0.5,C_downstream,59,254.74576271186442,1.9097716638648508,0.007496774994516559,0.8,0.2
17,0.5,A_entry,70,0.0,0.0,0.0,0.7571428571428571,0.24285714285714285
17,0.5,B_transition,70,96.28571428571429,1.172821471529931,0.012180638428225893,0.7571428571428571,0.24285714285714285
17,0.5,C_downstream,57,254.40350877192984,1.9363525951463672,0.007611343902000489,0.7571428571428571,0.24285714285714285
18,0.5,A_entry,70,0.0,0.0,0.0,0.8285714285714286,0.17142857142857143
18,0.5,B_transition,70,96.15714285714286,1.2832516097311355,0.013345359185892929,0.8285714285714286,0.17142857142857143
18,0.5,C_downstream,59,254.4406779661017,2.010743908553671,0.007902603957114332,0.8285714285714286,0.17142857142857143
19,0.5,A_entry,70,0.0,0.0,0.0,0.9,0.1
19,0.5,B_transition,69,96.30434782608695,1.311093667002741,0.013614065165124117,0.9,0.1
19,0.5,C_downstream,65,254.47692307692307,2.0161478296508712,0.007922713797641718,0.9,0.1
